,code,company
0,0005.HK,匯豐控股
1,0011.HK,恆生銀行
2,0023.HK,東亞銀行
3,0388.HK,香港交易所
4,0939.HK,建設銀行
5,1299.HK,友邦保險
6,1398.HK,工商銀行
7,2318.HK,中國平安
8,2388.HK,中銀香港
9,2628.HK,中國人壽
10,3328.HK,交通銀行
11,3988.HK,中國銀行
12,0998.HK,中信銀行
13,1288.HK,農業銀行
14,6837.HK,海通證券
15,1339.HK,中國人民保險集團
16,1359.HK,中國信達
17,2601.HK,中國太保
18,6030.HK,中信証券
19,2328.HK,中國財險
