,code,company
0,0001.HK,長和
1,0004.HK,九龍倉集團
2,0012.HK,恆基地產
3,0016.HK,新鴻基地產
4,0017.HK,新世界發展
5,0019.HK,太古股份公司Ａ
6,0083.HK,信和置業
7,0101.HK,恆隆地產
8,0267.HK,中信股份
9,0688.HK,中國海外發展
10,0823.HK,領展房產基金
11,1109.HK,華潤置地
12,1113.HK,長實集團
13,2202.HK,萬科企業
14,2007.HK,碧桂園
15,0656.HK,復星國際
16,0813.HK,世茂集團
17,3333.HK,中國恆大
18,1972.HK,太古地產
19,0020.HK,會德豐
