,code,company
0,0489.HK,東風集團股份
1,0914.HK,海螺水泥
2,1211.HK,比亞迪股份
3,2333.HK,長城汽車
4,1114.HK,華晨中國
5,0038.HK,第一拖拉機股份
6,0175.HK,吉利汽車
7,0179.HK,德昌電機控股
8,0323.HK,馬鞍山鋼鐵股份
9,0347.HK,鞍鋼股份
10,0358.HK,江西銅業股份
11,0868.HK,信義玻璃
12,3323.HK,中國建材
13,2600.HK,中國鋁業
14,2899.HK,紫金礦業
15,3323.HK,中國建材
16,1818.HK,招金礦業
17,1313.HK,華潤水泥控股
18,0669.HK,創科實業
19,2689.HK,玖龍紙業
