,code,company
0,0151.HK,中國旺旺
1,1044.HK,恆安國際
2,2319.HK,蒙牛乳業
3,0168.HK,青島啤酒股份
4,0291.HK,華潤啤酒
5,0198.HK,星美控股
6,0220.HK,統一企業中國
7,0288.HK,萬洲國際
8,0322.HK,康師傅控股
9,0336.HK,華寶國際
10,0419.HK,華誼騰訊娛樂
11,0506.HK,中國食品
12,0511.HK,電視廣播
13,0282.HK,壹傳媒
14,0606.HK,中國糧油控股
15,0551.HK,裕元集團
16,0921.HK,海信家電
17,0751.HK,創維集團
18,3331.HK,維達國際
19,1070.HK,ＴＣＬ電子
