,code,company
0,0027.HK,銀河娛樂
1,1880.HK,百麗國際
2,1928.HK,金沙中國有限公司
3,0178.HK,莎莎國際
4,0200.HK,新濠國際發展
5,2331.HK,李寧
6,0330.HK,思捷環球
7,0341.HK,大家樂集團
8,0345.HK,維他奶國際
9,1913.HK,普拉達
10,0590.HK,六福集團
11,0493.HK,國美零售
12,6808.HK,高鑫零售
13,6288.HK,FAST RETAIL-DRS
14,1910.HK,新秀麗
15,1234.HK,中國利郎
16,2020.HK,安踏體育
17,1880.HK,百麗國際
18,1929.HK,周大福
19,1970.HK,IMAX CHINA
